passenger_id;passenger_gender;passenger_age;passenger_nationality;booking_datetime;sales_channel;payment_method;ticket_price;currency;ticket_price_usd_est;bags_total;bags_checked
0b193459-3585-4271-a442-8833da08baf6;M;17;PE;05-31-2024 04:37 PM;AGENCIA;PAYPAL;51.31;USD;51.31;2;1
c1937f46-9dd6-4f99-a9dc-e7dc99848426;F;40;PA;12-29-2023 04:33 AM;AGENCIA;TARJETA;90.37;MXN;5.24;2;1
d4ae914e-e823-4744-8621-5bf79b499bf2;F;37;GT;09-13-2025 04:38 PM;CALL_CENTER;TRANSFERENCIA;91.95;EUR;100.23;1;0
8ab0b094-14de-4fdd-aea2-2e0a8be7b602;F;25;PA;07-20-2024 03:44 AM;WEB;TARJETA;88.35;USD;88.35;1;0
ba7209bc-7045-47bb-89fc-f5fbec7299d2;F;37;HN;5/11/2024 04:06;APP;PAYPAL;63.43;USD;63.43;1;0
47b78784-2537-48fd-b1f9-243962857e94;F;58;HN;20/01/2024 22:07;APP;PUNTOS;96.14;USD;96.14;1;0
5ef4ae8e-3388-4334-8617-d9df63b055c1;F;18;PA;11-15-2023 05:21 PM;AEROPUERTO;TARJETA;102.49;USD;102.49;1;0
92fec31b-d52d-4eb8-ba44-6fd9af300323;F;21;US;9/06/2025 14:59;AGENCIA;PUNTOS;107.28;USD;107.28;1;0
c06f1ee4-158c-461a-8852-cb659cb221f2;M;49;SV;27/07/2025 02:36;AEROPUERTO;TRANSFERENCIA;61.12;GTQ;7.82;2;1
05fd9397-adc1-4929-9a7e-be90baf410f4;M;46;CU;19/11/2024 12:35;WEB;EFECTIVO;94.11;USD;94.11;0;0
cbee1ff5-679a-4c9a-a7bf-28f83e323c69;F;44;GT;27/06/2025 15:31;WEB;PAYPAL;158.2;GTQ;20.25;1;0
eae76a1e-9d35-4842-b974-3fa4ea5a4fac;M;30;SV;05-19-2025 05:20 AM;AGENCIA;PAYPAL;62.56;USD;62.56;0;0
053c744d-1c11-4335-94e6-a3d37b90c586;f;22;MX;5/09/2024 22:59;AGENCIA;PUNTOS;61,22;GTQ;7.84;2;1
5506cbe2-6078-4457-8cc5-093d677eeb84;F;32;PE;6/12/2024 20:16;WEB;TRANSFERENCIA;201.92;GTQ;25.85;2;1
d4d3801d-1161-4d3f-baa3-f8c7fdbfb380;M;37;SV;9/10/2024 21:32;WEB;PAYPAL;108.8;USD;108.8;1;0
685db692-7cc9-4844-be6e-3368a4380aff;M;34;SV;3/07/2025 08:02;;TARJETA;135.47;USD;135.47;2;1
fb3caeb7-c3e9-4e76-abf7-74df6472ba2a;M;30;GT;18/10/2025 08:40;CALL_CENTER;TRANSFERENCIA;464.29;USD;464.29;1;0
5dd4ad62-0d86-4937-b0bb-019f2e4529e0;F;42;CO;23/10/2024 06:23;APP;TARJETA;60.34;EUR;65.77;0;0
f63aa339-000f-40d6-af01-3eaf62998c3b;F;20;ES;27/11/2023 15:18;CALL_CENTER;PAYPAL;96.43;USD;96.43;1;0
afbb97ef-83a3-499c-859d-f03d3beaa6e9;M;31;CR;07-25-2025 03:00 PM;CALL_CENTER;TARJETA;141.17;USD;141.17;1;0
90655cce-4237-4cb4-a757-68670417f057;F;40;CO;05-20-2025 06:57 AM;AGENCIA;PAYPAL;107.19;USD;107.19;0;0
fb19ed4c-9d69-4a6d-ac36-5da56733d3fe;M;22;CR;10-23-2024 05:59 PM;AGENCIA;PUNTOS;47,93;USD;47.93;1;0
0f5b96ae-d5e1-4398-8f3a-bdb3dbf82fd8;F;28;CU;27/11/2023 06:23;AGENCIA;TRANSFERENCIA;109.92;USD;109.92;3;2
cc388e91-b2a1-4023-b735-34311068d498;F;36;SV;7/02/2024 12:49;AGENCIA;TARJETA;52.67;USD;52.67;3;2
d0b44633-dbb3-430b-965f-6e036fbe1345;Femenino;36;US;25/10/2025 07:19;WEB;TRANSFERENCIA;93.21;USD;93.21;1;0
82a789a6-ad98-41c5-b06d-61244bb977b4;Masculino;22;GT;23/09/2024 02:56;CALL_CENTER;EFECTIVO;85.95;USD;85.95;0;0
e6f2c415-51bf-4656-9e52-ca0a4085cfcf;F;34;MX;7/07/2024 23:26;WEB;TARJETA;54.6;GTQ;6.99;2;1
07fea39d-f0d3-4c9d-8c97-bff3f2d4bc26;Femenino;38;MX;13/03/2025 08:10;CALL_CENTER;EFECTIVO;99.11;EUR;108.03;1;0
157e1840-463a-4ff9-8897-5ef2f901918f;F;48;ES;11/09/2025 23:49;AEROPUERTO;PUNTOS;117.78;USD;117.78;1;0
95dd8272-8bf0-4c20-af8f-bf151403459a;F;16;CR;14/08/2025 19:16;CALL_CENTER;EFECTIVO;58.66;MXN;3.4;1;0
15dd8c0c-ece9-477f-b1e9-82c97e351036;M;40;CO;03-31-2024 08:12 PM;APP;PAYPAL;97.5;USD;97.5;1;0
e88a43b3-e6b4-4512-8b39-d2b9c7166007;Femenino;40;CU;11-27-2024 03:51 PM;CALL_CENTER;TRANSFERENCIA;313.71;USD;313.71;1;0
82f77c04-527c-4cc4-a7ac-cc29a2096a27;M;41;CO;9/04/2025 02:58;WEB;PAYPAL;121.2;EUR;132.11;1;0
6ce6d505-86a2-4b39-a800-01a854f19960;M;46;US;1/03/2024 23:37;AGENCIA;TRANSFERENCIA;225.08;USD;225.08;1;0
b3105eef-7238-4118-a845-270daf4969cd;M;29;PA;28/07/2024 11:00;APP;PUNTOS;106.23;GTQ;13.6;1;0
b1358e9f-7f7a-4db8-87bc-989c17c1c67b;M;23;GT;14/05/2025 06:45;AEROPUERTO;PUNTOS;74.97;USD;74.97;1;0
b2224830-6300-46d4-b309-e639d363dd22;F;27;GT;3/11/2025 21:51;CALL_CENTER;PAYPAL;83.82;USD;83.82;1;0
65ea8ba3-ffb5-4978-b4e2-5147ae457ef8;M;64;GT;24/03/2024 11:37;APP;PAYPAL;42,37;USD;42.37;0;0
c0c779b8-ccd2-4e5a-84b9-7c1db46bacf1;M;42;MX;07-30-2025 02:54 AM;AGENCIA;TRANSFERENCIA;46.32;MXN;2.69;3;2
4599d69d-3363-49f9-8828-3d4b705747fb;F;27;CU;16/08/2025 18:32;APP;PAYPAL;119.24;EUR;129.97;0;0
e2d1b773-59e3-4f00-aded-3e8624c80205;F;34;MX;4/04/2025 15:09;CALL_CENTER;EFECTIVO;75.41;USD;75.41;1;0
605224a0-4b0b-4e60-b675-aaa214a32a3e;F;24;HN;8/02/2025 20:58;CALL_CENTER;TRANSFERENCIA;103.32;USD;103.32;0;0
765be883-52fe-446d-9515-525427d2265c;M;24;US;29/04/2025 07:18;CALL_CENTER;TARJETA;87.86;EUR;95.77;2;1
e071fa2a-2867-4b21-b27d-0b8a7a1f9357;M;34;CO;19/09/2024 06:54;APP;EFECTIVO;64.84;USD;64.84;2;1
b006ec69-f232-4eb3-ac2a-6120f3c8e4c9;F;61;HN;22/02/2024 01:27;WEB;PUNTOS;101,68;USD;101.68;1;0
dc1f36c0-89c7-456c-9758-3b40d1a5aad1;F;7;PE;9/04/2024 04:02;AEROPUERTO;TARJETA;86.94;USD;86.94;1;0
506b2d60-f750-4186-8712-fae143b892fc;F;25;GT;19/02/2024 02:09;APP;TARJETA;109.77;USD;109.77;1;0
9599ecb6-16b5-4411-b3a0-338e81d16fb6;X;23;CU;9/12/2024 15:03;AGENCIA;PAYPAL;172.13;USD;172.13;1;0
90f079a0-1ea2-4ebf-8a08-dc5cfd1f9dd3;F;40;US;11/08/2024 06:52;APP;PAYPAL;242.62;MXN;14.07;1;0
bfdc3d7a-43e3-493a-a359-28372e249d7a;M;18;CR;12/06/2024 09:58;WEB;TARJETA;72.45;USD;72.45;1;0
814e877a-3306-49e9-9cac-7e46e6a60746;M;27;HN;5/10/2024 10:26;AGENCIA;EFECTIVO;64.8;USD;64.8;1;0
e280f892-12c5-4ff3-b374-da49b5288f8a;M;56;US;2/12/2024 18:25;AGENCIA;PUNTOS;93.85;GTQ;12.01;1;0
00a7e1d1-d5ce-4a1e-a150-68ccf5b4aff8;F;17;CU;5/05/2025 10:53;WEB;PUNTOS;151.62;GTQ;19.41;2;1
eba85334-86b6-45d3-b620-ac43e54b4bcd;M;61;MX;12-16-2023 10:50 AM;APP;PAYPAL;444.26;EUR;484.24;0;0
00646a27-ca70-4c0a-9cde-f1497d817828;F;14;PE;1/11/2024 11:52;CALL_CENTER;TRANSFERENCIA;68.75;MXN;3.99;1;0
6d5f0636-1f1e-4ca5-8582-a41b53657d55;F;50;MX;05-24-2024 07:16 PM;WEB;PUNTOS;63.58;USD;63.58;1;0
6f4cbfc9-9319-48c7-874f-7a454e000c01;F;39;US;4/07/2025 20:36;WEB;TARJETA;106,82;USD;106.82;2;1
6af23b7b-14a8-493b-a076-0632818301de;Masculino;21;CR;26/01/2025 22:28;AGENCIA;PAYPAL;79,77;GTQ;10.21;2;1
f65f0dd9-e679-4282-b6e8-d91c7c37bdba;F;0;PA;19/02/2025 02:37;AEROPUERTO;PAYPAL;56.91;USD;56.91;1;0
c9161d5d-c062-4f23-8e81-6c6526713a1e;M;30;SV;30/06/2025 16:45;CALL_CENTER;PAYPAL;52.63;USD;52.63;1;0
a783ca77-aae2-42d6-bf52-03ecc9ffd432;M;55;US;10-26-2023 04:34 AM;;TARJETA;49.38;USD;49.38;2;1
8e1c70bd-21fb-4baa-8fdb-557f5fd82b47;F;28;PA;11/06/2025 14:53;AEROPUERTO;TARJETA;187.57;USD;187.57;1;0
759b3436-5d17-4602-9c24-b4da5e65c8ba;Femenino;52;;15/03/2024 10:27;AGENCIA;EFECTIVO;49.28;USD;49.28;2;1
deddc282-69f2-4c54-bdd2-7d404d9eb65f;F;49;PE;07-16-2024 03:11 AM;APP;PAYPAL;110.35;EUR;120.28;1;0
03777968-587b-4168-b3f3-07a752fbc5d4;F;21;US;05-24-2024 02:46 PM;CALL_CENTER;EFECTIVO;210.65;USD;210.65;3;2
f5fd5dad-02ba-4826-8cb0-330936c89cbe;M;36;SV;29/01/2024 21:33;APP;PUNTOS;66.02;USD;66.02;1;0
a0b8efdb-8d42-4ce0-84a3-f67b845e6966;F;34;ES;1/12/2024 05:04;AGENCIA;PUNTOS;71.17;USD;71.17;1;0
092d5833-c5fa-4e66-87ca-a86269d29d27;F;35;PA;2/02/2025 22:07;AEROPUERTO;EFECTIVO;225.92;USD;225.92;1;0
5cdcfdef-7fe2-459b-bb79-d7db86b63392;M;54;MX;2/08/2025 15:20;AEROPUERTO;TARJETA;52.81;GTQ;6.76;1;0
90f0f4b5-911f-4356-b72f-8e1425d1afae;M;61;SV;05-29-2025 07:23 PM;WEB;PAYPAL;41.13;USD;41.13;1;0
992d2abd-8680-4a3b-b992-c8113f0634fb;F;32;SV;15/04/2025 16:37;APP;TRANSFERENCIA;100,07;MXN;5.8;2;1
53a7f846-6612-496c-a47a-91870dab9810;M;37;SV;7/01/2025 18:19;AGENCIA;TARJETA;65.5;USD;65.5;1;0
01b17b4b-51c7-4998-a06a-8372ddb431cb;F;31;PA;18/11/2024 08:20;CALL_CENTER;TRANSFERENCIA;68.54;GTQ;8.77;1;0
b5569b10-575d-41d4-b793-cd8055150b5e;F;26;US;13/07/2025 17:05;AEROPUERTO;PAYPAL;109.66;USD;109.66;1;0
c35441b1-07eb-43b6-a8dd-045b4be2faf0;F;38;US;3/02/2025 23:40;WEB;PAYPAL;63.91;MXN;3.71;0;0
1251657c-d120-4e52-99f6-97ef3b46b466;F;45;CU;17/01/2025 19:23;CALL_CENTER;TARJETA;90.7;USD;90.7;1;0
c603d747-bbf2-4188-af88-f301168ea511;F;44;HN;27/06/2024 23:33;AGENCIA;EFECTIVO;101.53;USD;101.53;1;0
052de2cb-6feb-4150-8410-28d168e64e33;F;23;SV;14/12/2023 02:49;WEB;PUNTOS;66.95;USD;66.95;2;1
5db69d6b-c7ae-4016-b578-43c41caaa084;F;43;US;04-25-2024 02:07 AM;CALL_CENTER;EFECTIVO;383.23;USD;383.23;0;0
d4874a92-9e4f-471a-bb97-c5783720c051;M;33;ES;14/05/2025 06:37;CALL_CENTER;PUNTOS;84,87;USD;84.87;0;0
47d30d52-e289-4d5f-b04b-e1d084a8bbea;Femenino;50;MX;11-23-2024 10:26 PM;WEB;PAYPAL;66,22;USD;66.22;1;0
887f89b6-0ee0-4fe9-b67e-5e58b7819fd3;F;41;GT;3/12/2024 00:45;AEROPUERTO;TRANSFERENCIA;75.89;USD;75.89;1;0
5fabbe9c-b8f6-4152-87e5-aa3c1941a56c;M;31;US;26/12/2023 00:10;AGENCIA;PUNTOS;119.65;USD;119.65;1;0
52f0fb9f-bf51-4b8f-8e5a-bf2b74b91fcd;M;44;CU;23/01/2024 01:14;APP;EFECTIVO;108.28;USD;108.28;1;0
17d56762-9356-486d-b226-595607810683;Femenino;50;US;22/02/2024 20:33;APP;PAYPAL;180.51;MXN;10.47;1;0
673c7c9c-a846-4aab-98db-4f764c922891;X;42;US;30/12/2024 06:54;AGENCIA;TRANSFERENCIA;73.07;USD;73.07;1;0
a6a11db7-ef25-4daf-b783-1f61185c7e93;F;38;SV;02-24-2024 02:36 AM;AGENCIA;TARJETA;171.2;USD;171.2;1;0
8c401e58-5576-41d1-ba5d-e796dba9375a;M;35;PA;20/02/2025 13:17;CALL_CENTER;EFECTIVO;100.31;USD;100.31;1;0
3a8835ca-969c-493b-b685-8b425b17f533;F;23;CR;25/11/2023 08:49;CALL_CENTER;PUNTOS;169,41;USD;169.41;0;0
d3a0ca6a-4e28-491e-bd22-3282f659e34b;x;20;CO;10/11/2023 21:37;AEROPUERTO;PAYPAL;71,89;USD;71.89;1;0
e31a440b-bb12-4816-bc08-c714563690fa;m;49;CO;6/05/2025 10:05;AEROPUERTO;PUNTOS;107.46;EUR;117.13;2;1
04a870b5-dea8-4f62-9ac9-7ee01f4727ae;M;42;MX;5/05/2025 18:10;CALL_CENTER;PUNTOS;101,49;MXN;5.89;1;0
0f057502-cc87-43e3-b923-0d84ec406d1d;Femenino;33;ES;1/09/2024 06:23;WEB;PUNTOS;59.5;GTQ;7.62;0;0
d082680b-6f0c-4766-9b5a-652697b9b73e;M;34;MX;29/04/2024 15:37;AEROPUERTO;PUNTOS;64,26;USD;64.26;1;0
ab782df8-10be-40e2-a7bf-dd75543e7953;F;46;HN;27/03/2025 09:54;APP;TARJETA;77.36;MXN;4.49;2;1
6a23ad5a-04b4-4975-b083-eae55b58437f;M;23;SV;11-25-2024 01:02 AM;WEB;TRANSFERENCIA;72.79;USD;72.79;1;0
b652d07c-906e-4a07-add9-5ddc02a912cd;F;39;SV;12/01/2024 15:24;AEROPUERTO;PAYPAL;66.87;USD;66.87;1;0
680fd157-e045-46c4-bad2-5dab47b9e5c5;F;23;GT;24/10/2025 01:59;WEB;PUNTOS;88.7;MXN;5.14;1;0
4f74f312-81ae-46af-9b24-8cfffd92ff18;M;37;MX;4/03/2024 02:25;;PAYPAL;68.21;MXN;3.96;1;0
cf6a862d-febf-4217-a203-f4e245dae34d;F;27;ES;5/01/2025 19:52;AEROPUERTO;PUNTOS;194,35;USD;194.35;1;0
7ff81463-1eb0-436c-9928-ccbcd9ed3953;M;15;GT;4/11/2023 00:40;AEROPUERTO;TARJETA;49,77;USD;49.77;0;0
3f151d48-1aba-43b2-a1c4-0d4066929665;M;24;PA;06-21-2024 10:58 AM;APP;PUNTOS;102.05;GTQ;13.06;1;0
75242dae-f128-4b22-a310-00c85e208957;M;38;PE;23/03/2025 03:08;AGENCIA;TRANSFERENCIA;136.51;USD;136.51;2;1
77017c8c-4b73-4d2e-b3f9-edfd4b67281f;F;45;CU;6/06/2024 18:06;WEB;TARJETA;77.02;USD;77.02;1;0
8a27efbc-fdd6-463e-a73a-902b2ec835f4;M;33;SV;26/12/2023 04:45;CALL_CENTER;EFECTIVO;57,35;GTQ;7.34;0;0
066c7d6c-0324-428d-a748-e1282e745318;M;33;SV;24/09/2025 08:17;CALL_CENTER;PAYPAL;161.96;USD;161.96;1;0
925f7d2f-2c8a-4fb4-8369-462c4d568e41;m;38;US;25/10/2024 00:27;APP;PAYPAL;134.16;USD;134.16;2;1
3b7419fb-29c5-4656-8b5d-ceeb26de1210;M;40;CU;8/07/2025 05:46;WEB;TRANSFERENCIA;139.28;MXN;8.08;0;0
d496d920-4086-4059-a0c7-6049b727b987;femenino;32;HN;13/01/2024 19:32;AEROPUERTO;TARJETA;93.75;USD;93.75;2;1
905d339e-9bc7-4079-a56c-ad76cc125b4a;F;42;ES;4/03/2025 16:15;AEROPUERTO;EFECTIVO;70.78;USD;70.78;3;2
b5e1b412-2ca4-4b74-96dd-3b8f821b513d;M;36;GT;5/11/2024 13:58;WEB;EFECTIVO;81,81;GTQ;10.47;1;0
